,park_name,census_tract
1576,McLaughlin Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1577,Monsignor Kett Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1578,Bulova Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1579,Doughboy Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1580,I.S. 135,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1581,Macombs Dam Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1582,Turtle Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1583,Whitey Ford Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1584,Greenbelt Native Plant Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1585,Nelson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1586,John Jay Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1587,I.S. 201/M.S. 424,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1588,St Mary's Playground West,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1589,Las Casitas Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1590,Pinocchio Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1591,P.S. 321,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1592,Crotona Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1593,Russell Sage Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1594,Schneider Sampson Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1595,P.S. 328,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1596,Pomonok Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1597,Cedar Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1598,William F Moore Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1599,P.S. 144,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1600,Rosemary's Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1601,Ferris Family Burial Plot,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1602,Ps 321 William Penn,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1603,Betsy Head Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1604,Charlton Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1605,Yankee Stadium Baseball Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1606,A.R.R.O.W. Field House,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1607,Vernon Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1608,I.S. 25,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1609,Stanley Isaacs Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1610,Lyons Pool,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1611,Msgr. McGolrick Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1612,Haviland Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1613,Havemeyer Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1614,John Hancock Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1615,Beattie Square (t),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1616,Brevoort Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1617,Newcombe Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1618,Neponsit Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1619,Nicholas Naquan Heyward Jr. Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1620,Patterson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1621,Heath Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1622,Middleton Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1623,Alexander's Alley,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1624,Dwyer Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1625,Dyker Beach Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1626,Sam Leggio Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1627,Barrett Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1628,16 Linden Trees Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1629,Arbor Place,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1630,Whalen Grove,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1631,Fountain Of Youth Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1632,Bronx Park Zone 3,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1633,Yak Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1634,Bronx Park Zone 1,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1635,Rodney Park South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1636,Southside Burial Ground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1637,David J O'Connell Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1638,Steinmann Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1639,Crystal Wells Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1640,Rachel Carson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1641,Rodney Playground North,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1642,Korean War Veterans Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1643,LaGuardia Landing Lights,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1644,Ridgewood/Bushwick Youth Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1645,Victory Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1646,Commodore Berry,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1647,Peters Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1648,Cooney Grauer Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1649,Sean's Place,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1650,Stebbins Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1651,El Sol Brilliante Jr,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1652,Abingdon Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1653,Abe Stark Skating Rink,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1654,El Batey Borincano Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1655,Bath Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1656,Asser Levy,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1657,Bay Terrace Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1658,Marble Hill Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1659,Queensbridge Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1660,Ps 46 Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1661,P.S. 64,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1662,Southern Fields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1663,P.S. 60,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1664,Alice Austen Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1665,P.S. 68,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1666,P.S. 69,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1667,Noble Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1668,P.S. 76 Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1669,Wade Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1670,Martin Luther Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1671,Poseidon Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1672,Maurice A Fitzgerald Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1673,Coney Island Boat Basin,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1674,Umma Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1675,Dunbar Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1676,Hilton White Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1677,Harry Maze Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1678,Playground For All Children,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1679,Astoria Heights Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1680,Trinity Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1681,Canarsie Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1682,Christopher Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1683,Louis Armstrong Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1684,Howard Bennett Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1685,Woodycrest Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1686,Yu Suen Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1687,Sperge Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1688,Overlook Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1689,Minetta Green,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1690,Commodore Barry Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1691,Pelham Bay Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1692,Jerome Playground South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1693,Battery Park City,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1694,Highbridge Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1695,Kolbert Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1696,St. Gregory's Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1697,Plaza Lafayette,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1698,Crocheron Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1699,Saul Weprin Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1700,Columbus Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1701,Avenue R Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1702,Yankee Stadium Garages/Lots,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1703,Moore Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1704,McKee Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1705,Middle Village Veterans Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1706,Samuel Goldberg Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1707,Meredith Woods,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1708,El Shabazz Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1709,St Lawrence Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1710,Riverside Park South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1711,Loreto Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1712,Roger Morris Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1713,Lillian D Wald Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1714,Welcome Home Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1715,Carlos R. Lillo Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1716,Oracle Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1717,I.s. 90 - Manhattan,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1718,Brisas Del Caribe,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1719,Equity Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1720,Long Island College Hospital,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1721,Laurelton Parkway West,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1722,Conservatory Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1723,Briarwood Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1724,Annadale Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1725,Greencroft Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1726,Woodrow Wilson Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1727,Mount Eden Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1728,P.S. 208,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1729,P.S. 205,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1730,P.S. 203,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1731,Glenwood Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1732,Miracle Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1733,Technical Sergeant Thomas J. Davey Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1734,Bloomingdale Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1735,I.S. 123,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1736,Pfc Norton Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1737,Winfield Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1738,Midland Field,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1739,Lafayette Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1740,Canal Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1741,Fruit Street Sitting Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1742,Bland Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1743,Hunter's Point Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1744,Human Compass Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1745,Sunset Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1746,Carl Schurz Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1747,Gun Hill Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1748,Frederick B. Judge Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1749,Summit Street Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1750,Happy Warrior Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1751,Catbird Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1752,Minetta Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1753,Graham Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1754,Markham Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1755,People's Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1756,Buddy Monument,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1757,Mother Cabrini Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1758,Sgt. William Dougherty Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1759,King Fisher Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1760,P.S. 159,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1761,Nassau Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1762,Tiffany Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1763,P.S. 153,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1764,P.S. 152,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1765,P.S. 150,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1766,Silver Lake Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1767,Springfield Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1768,St Mary's Playground East,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1769,Railroad Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1770,Little Bay Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1771,I.S. 34,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1772,Fort Hamilton Memorial Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1773,Maria Hernandez Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1774,Elton St Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1775,Sixteen Oaks Grove,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1776,Kingsbridge Heights Community Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1777,Richmond Terrace Storehouse,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1778,Wanaqua Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1779,North Shore Esplanade,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1780,Breukelen Ballfields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1781,Kosciuszko Street Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1782,Magenta Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1783,I.S./P.S. 89,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1784,Evergreen Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1785,Pleasant Village Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1786,Daniel Carter Beard Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1787,Thomas Jefferson,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1788,Tilyou Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1789,Slope Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1790,Parque De Los Ninos,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1791,SSG PATBOUVIER E BOBBY ORTIZ T,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1792,Sports Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1793,Bridge Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1794,Church Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1795,River Avenue Parks,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1796,I.S. 45,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1797,Farm Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1798,Sitting Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1799,James Weldon Johnson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1800,Cadman Plaza Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1801,Clement Clarke Moore Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1802,Greenstreets,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1803,700 Decatur St Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1804,Daly Ave Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1805,Lost Battalion Hall Recreation Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1806,Elmjack Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1807,Arden Woods,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1808,Forest Park Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1809,Mount Hope Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1810,William F. Passannante Ballfield,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1811,E 4th Street Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1812,Central Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1813,P.S. 11,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1814,Tottenville Pool,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1815,Mobilization For Change,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1816,P.S. 15,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1817,P.S. 19,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1818,P.S. 18,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1819,Gregory's Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1820,P.S. 112,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1821,Springfield Park North,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1822,Poe Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1823,Arcilla Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1824,Elmhurst Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1825,Public Place,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1826,Paul Raimonda Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1827,Shield Of Faith,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1828,Locust Manor Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1829,City Line Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1830,Rockaway Beach Boardwalk,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1831,Brooklyn Heights Promenade,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1832,Hollis Court Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1833,Socrates Sculpture Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1834,Skyline Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1835,Cuyler Gore Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1836,Goodwin Gardens,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1837,Cedar Tree Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1838,New Dorp Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1839,St. Ann's Block Association Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1840,Allison Pond Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1841,Rolf Henry Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1842,Silver Lake Park Zone 1,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1843,Watson Gleason Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1844,Phyliss Post Goodman Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
1845,Clumber Corner,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
