,park_name,census_tract,ct,household,median_income
1524,Victory Garden's Group,"1400000US36047038700,",['1400000US36047038700'],1379,36430.0
1525,TRUCE Garden,"1400000US36061021800,",['1400000US36061021800'],2782,47155.0
1526,Bronx River Playground,"1400000US36005006200,",['1400000US36005006200'],2434,24480.0
1527,Leif Ericson Drive,"1400000US36047107000,1400000US36047105801,1400000US36047105804,1400000US36047062200,1400000US36047034800,1400000US36047029400,1400000US36047060800,1400000US36047035400,1400000US36047036600,1400000US36047103400,1400000US36047030400,1400000US36047031400,1400000US36047102800,","['1400000US36047107000', '1400000US36047105801', '1400000US36047105804', '1400000US36047062200', '1400000US36047034800', '1400000US36047029400', '1400000US36047060800', '1400000US36047035400', '1400000US36047036600', '1400000US36047103400', '1400000US36047030400', '1400000US36047031400', '1400000US36047102800']",20514,44736.3076923
1528,William B. Washington Memorial Garden,"1400000US36061021500,",['1400000US36061021500'],1329,33477.0
1529,Howard,"1400000US36047090600,",['1400000US36047090600'],1591,15674.0
1530,McDonald Playground,"1400000US36047041401,1400000US36085010500,","['1400000US36047041401', '1400000US36085010500']",2295,57735.5
1531,Dodgers Triangle,"1400000US36085014700,",['1400000US36085014700'],1384,82917.0
1532,Hart To Hart,"1400000US36047026100,",['1400000US36047026100'],2071,38859.0
1533,Bellevue South Park,"1400000US36061006600,",['1400000US36061006600'],6197,64963.0
1534,Devanney Triangle,"1400000US36005023501,",['1400000US36005023501'],1099,27316.0
1535,Seton Park,"1400000US36005030900,",['1400000US36005030900'],1317,87238.0
1536,Howard Malls,"1400000US36047089200,",['1400000US36047089200'],1419,25350.0
1537,Vleigh Playground,"1400000US36081077906,",['1400000US36081077906'],1235,56012.0
1538,Thomas Boyland Park,"1400000US36047040500,",['1400000US36047040500'],537,40815.0
1539,West Farms Soldiers Cemetery,"1400000US36005036100,",['1400000US36005036100'],2152,18799.0
1540,Underhill Playground,"1400000US36047020500,",['1400000US36047020500'],1322,78000.0
1541,Vincent F. Albano Jr. Playground,"1400000US36061007000,",['1400000US36061007000'],4832,101848.0
1542,Marc And Jason's Playground,"1400000US36047032900,",['1400000US36047032900'],2329,47578.0
1543,Morris Mesa,"1400000US36005022901,",['1400000US36005022901'],1716,24115.0
1544,Windmuller,"1400000US36081025100,",['1400000US36081025100'],2293,41456.0
1545,Generation X,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
1546,MacDonald Park,"1400000US36081071100,",['1400000US36081071100'],2766,59632.0
1547,Matthews Muliner Playground,"1400000US36005023200,",['1400000US36005023200'],840,44318.0
1548,Dias Y Flores,"1400000US36061003400,",['1400000US36061003400'],3791,67166.0
1549,Tony Dapolito Recreation Center,"1400000US36061006700,",['1400000US36061006700'],3258,88492.0
1550,Pulaski Park,"1400000US36005001900,",['1400000US36005001900'],901,37936.0
1551,Flatbush Mall,"1400000US36047053200,1400000US36047052800,","['1400000US36047053200', '1400000US36047052800']",1570,68731.5
1552,P.S. 149 Artsy Bloom Community Garden,"1400000US36047115800,",['1400000US36047115800'],901,44142.0
1553,Roebling Playground,"1400000US36047053500,",['1400000US36047053500'],1097,20044.0
1554,Beach Channel Playground,"1400000US36081094202,",['1400000US36081094202'],1644,44474.0
1555,Big Red Garden,"1400000US36047116000,",['1400000US36047116000'],869,26745.0
1556,Red Gate Garden,"1400000US36047025300,",['1400000US36047025300'],1131,43491.0
1557,Lt. Frank McConnell Park,"1400000US36081014800,",['1400000US36081014800'],555,57902.0
1558,Tiger Playground,"1400000US36047041300,",['1400000US36047041300'],1378,38955.0
1559,John Golden Park,"1400000US36081109300,",['1400000US36081109300'],1062,95109.0
1560,Joseph C. Sauer Park,"1400000US36061003400,",['1400000US36061003400'],3791,67166.0
1561,St. Catherine's Park,"1400000US36061011800,",['1400000US36061011800'],5136,125588.0
1562,Ten Eyck Plaza,"1400000US36047051100,",['1400000US36047051100'],1717,31047.0
1563,Garden Party,"1400000US36047115000,",['1400000US36047115000'],908,40104.0
1564,Glenwood Landing,"1400000US36081147900,",['1400000US36081147900'],1725,82927.0
1565,Devoe Park,"1400000US36005026300,",['1400000US36005026300'],2175,32663.0
1566,Bergen Triangle,"1400000US36005023502,",['1400000US36005023502'],1687,21582.0
1567,Margrichante Garden,"1400000US36061022600,",['1400000US36061022600'],1795,36627.0
1568,P.S. 215,"1400000US36047041401,",['1400000US36047041401'],527,52774.0
1569,Sgt. Johnson Triangle,"1400000US36005039700,",['1400000US36005039700'],524,21228.0
1570,P.S. 217,"1400000US36047052600,",['1400000US36047052600'],1769,60159.0
1571,Tompkinsville Park,"1400000US36085002100,",['1400000US36085002100'],1273,53386.0
1572,Kathy Reilly Triangle,"1400000US36047013200,",['1400000US36047013200'],710,56167.0
1573,Dag Hammarskjold Plaza,"1400000US36061009000,",['1400000US36061009000'],4219,119196.0
1574,Pleasant Park Garden,"1400000US36061017800,",['1400000US36061017800'],1627,32896.0
1575,Locust Grove Civic Triangle,"1400000US36081084601,",['1400000US36081084601'],792,63971.0
1576,McLaughlin Park,"1400000US36047001300,1400000US36047001500,","['1400000US36047001300', '1400000US36047001500']",3503,101058.0
1577,Monsignor Kett Playground,"1400000US36061029900,",['1400000US36061029900'],1464,23661.0
1578,Bulova Park,"1400000US36081030904,",['1400000US36081030904'],1119,53094.0
1579,Doughboy Plaza,"1400000US36081025100,",['1400000US36081025100'],2293,41456.0
1580,I.S. 135,"1400000US36005033000,",['1400000US36005033000'],2011,37811.0
1581,Macombs Dam Park,"1400000US36005006300,1400000US36005018900,","['1400000US36005006300', '1400000US36005018900']",4713,26622.0
1582,Turtle Playground,"1400000US36081080302,",['1400000US36081080302'],1071,62813.0
1583,Whitey Ford Field,"1400000US36081009100,",['1400000US36081009100'],1193,65809.0
1584,Greenbelt Native Plant Center,"1400000US36085022800,1400000US36085029102,","['1400000US36085022800', '1400000US36085029102']",997,84559.0
1585,Nelson Playground,"1400000US36005019300,",['1400000US36005019300'],1982,23267.0
1586,John Jay Park,"1400000US36061013200,",['1400000US36061013200'],6060,78647.0
1587,I.S. 201/M.S. 424,"1400000US36005011700,",['1400000US36005011700'],577,25483.0
1588,St Mary's Playground West,"1400000US36005003700,",['1400000US36005003700'],118,
1589,Las Casitas Community Garden,"1400000US36005019900,",['1400000US36005019900'],2680,24914.0
1590,Pinocchio Playground,"1400000US36081063301,",['1400000US36081063301'],577,62604.0
1591,P.S. 321,"1400000US36047015500,",['1400000US36047015500'],1484,128611.0
1592,Crotona Park,"1400000US36005016300,",['1400000US36005016300'],0,
1593,Russell Sage Playground,"1400000US36081071305,",['1400000US36081071305'],2382,71250.0
1594,Schneider Sampson Square,"1400000US36005018400,",['1400000US36005018400'],1421,60518.0
1595,P.S. 328,"1400000US36047113400,",['1400000US36047113400'],884,19205.0
1596,Pomonok Playground,"1400000US36081122702,",['1400000US36081122702'],2889,23194.0
1597,Cedar Playground,"1400000US36005024700,",['1400000US36005024700'],740,41455.0
1598,William F Moore Park,"1400000US36081042700,",['1400000US36081042700'],1221,43031.0
1599,P.S. 144,"1400000US36081072900,",['1400000US36081072900'],411,86719.0
1600,Rosemary's Playground,"1400000US36081058900,",['1400000US36081058900'],1532,38152.0
1601,Ferris Family Burial Plot,"1400000US36005009600,",['1400000US36005009600'],723,41250.0
1602,Ps 321 William Penn,"1400000US36047015500,",['1400000US36047015500'],1484,128611.0
1603,Betsy Head Park,"1400000US36047089800,1400000US36047092400,","['1400000US36047089800', '1400000US36047092400']",1743,38127.0
1604,Charlton Plaza,"1400000US36061003700,",['1400000US36061003700'],1361,129904.0
1605,Yankee Stadium Baseball Field,"1400000US36005006300,",['1400000US36005006300'],1834,32064.0
1606,A.R.R.O.W. Field House,"1400000US36081005700,",['1400000US36081005700'],1830,57569.0
1607,Vernon Mall,"1400000US36081000700,",['1400000US36081000700'],2953,93670.0
1608,I.S. 25,"1400000US36081113900,",['1400000US36081113900'],1406,60972.0
1609,Stanley Isaacs Playground,"1400000US36061016200,1400000US36061015200,","['1400000US36061016200', '1400000US36061015200']",7614,51942.5
1610,Lyons Pool,"1400000US36085002100,",['1400000US36085002100'],1273,53386.0
1611,Msgr. McGolrick Park,"1400000US36047059100,",['1400000US36047059100'],1784,76532.0
1612,Haviland Playground,"1400000US36005004001,",['1400000US36005004001'],490,48056.0
1613,Havemeyer Playground,"1400000US36005009200,",['1400000US36005009200'],1778,35227.0
1614,John Hancock Playground,"1400000US36047022700,",['1400000US36047022700'],1427,53363.0
1615,Beattie Square (t),"1400000US36047028700,",['1400000US36047028700'],1018,30755.0
1616,Brevoort Playground,"1400000US36047038100,",['1400000US36047038100'],1982,27885.0
1617,Newcombe Square,"1400000US36081077300,",['1400000US36081077300'],1081,73566.0
1618,Neponsit Mall,"1400000US36081092200,",['1400000US36081092200'],755,110938.0
1619,Nicholas Naquan Heyward Jr. Park,"1400000US36047007100,",['1400000US36047007100'],1763,36890.0
1620,Patterson Playground,"1400000US36005005100,",['1400000US36005005100'],1960,18633.0
1621,Heath Triangle,"1400000US36005026900,",['1400000US36005026900'],1371,33365.0
1622,Middleton Playground,"1400000US36047053100,",['1400000US36047053100'],1663,33945.0
1623,Alexander's Alley,"1400000US36005003900,",['1400000US36005003900'],1902,25990.0
1624,Dwyer Square,"1400000US36081016100,",['1400000US36081016100'],830,49737.0
1625,Dyker Beach Park,"1400000US36047015400,1400000US36047016400,","['1400000US36047015400', '1400000US36047016400']",189,97760.0
1626,Sam Leggio Triangle,"1400000US36047117400,",['1400000US36047117400'],1091,53549.0
1627,Barrett Park,"1400000US36085012500,",['1400000US36085012500'],930,82155.0
1628,16 Linden Trees Triangle,"1400000US36047060800,",['1400000US36047060800'],1471,50213.0
1629,Arbor Place,"1400000US36047001500,",['1400000US36047001500'],2627,90616.0
1630,Whalen Grove,"1400000US36005039100,",['1400000US36005039100'],2359,30661.0
1631,Fountain Of Youth Playground,"1400000US36005007900,",['1400000US36005007900'],2340,24278.0
1632,Bronx Park Zone 3,"1400000US36005033400,",['1400000US36005033400'],605,45739.0
1633,Yak Playground,"1400000US36047062600,",['1400000US36047062600'],1078,45547.0
1634,Bronx Park Zone 1,"1400000US36005033400,",['1400000US36005033400'],605,45739.0
1635,Rodney Park South,"1400000US36047052900,",['1400000US36047052900'],961,31962.0
1636,Southside Burial Ground,"1400000US36081005800,",['1400000US36081005800'],1982,72639.0
1637,David J O'Connell Square,"1400000US36081010200,",['1400000US36081010200'],798,52639.0
1638,Steinmann Triangle,"1400000US36081025100,",['1400000US36081025100'],2293,41456.0
1639,Crystal Wells Block Association,"1400000US36047119600,",['1400000US36047119600'],1738,32115.0
1640,Rachel Carson Playground,"1400000US36081083700,",['1400000US36081083700'],1539,50947.0
1641,Rodney Playground North,"1400000US36047051300,",['1400000US36047051300'],1989,66951.0
1642,Korean War Veterans Plaza,"1400000US36047001300,",['1400000US36047001300'],876,111500.0
1643,LaGuardia Landing Lights,"1400000US36081030904,1400000US36081032900,","['1400000US36081030904', '1400000US36081032900']",2224,53294.5
1644,Ridgewood/Bushwick Youth Center,"1400000US36047043300,",['1400000US36047043300'],1405,37882.0
1645,Victory Garden,"1400000US36005016300,1400000US36047034800,1400000US36047112400,","['1400000US36005016300', '1400000US36047034800', '1400000US36047112400']",1849,43526.5
1646,Commodore Berry,"1400000US36047021100,",['1400000US36047021100'],614,43000.0
1647,Peters Field,"1400000US36081040400,",['1400000US36081040400'],1318,53417.0
1648,Cooney Grauer Field,"1400000US36005027700,",['1400000US36005027700'],1748,33095.0
1649,Sean's Place,"1400000US36081015500,",['1400000US36081015500'],936,74271.0
1650,Stebbins Playground,"1400000US36005012901,",['1400000US36005012901'],1350,18269.0
1651,El Sol Brilliante Jr,"1400000US36061003400,",['1400000US36061003400'],3791,67166.0
1652,Abingdon Square,"1400000US36061007700,",['1400000US36061007700'],3517,127729.0
1653,Abe Stark Skating Rink,"1400000US36047035200,",['1400000US36047035200'],471,11011.0
1654,El Batey Borincano Garden,"1400000US36005007500,",['1400000US36005007500'],2035,25452.0
1655,Bath Playground,"1400000US36047030400,",['1400000US36047030400'],1473,37837.0
1656,Asser Levy,"1400000US36061006200,",['1400000US36061006200'],1299,82102.0
1657,Bay Terrace Playground,"1400000US36081099704,",['1400000US36081099704'],3644,67131.0
1658,Marble Hill Playground,"1400000US36061030900,1400000US36005028900,","['1400000US36061030900', '1400000US36005028900']",5243,37437.0
1659,Queensbridge Park,"1400000US36081003700,1400000US36081002500,1400000US36081001900,","['1400000US36081003700', '1400000US36081002500', '1400000US36081001900']",4020,67186.0
1660,Ps 46 Playground,"1400000US36085006400,",['1400000US36085006400'],1120,52000.0
1661,P.S. 64,"1400000US36005022300,",['1400000US36005022300'],1830,24277.0
1662,Southern Fields,"1400000US36081084602,",['1400000US36081084602'],274,56167.0
1663,P.S. 60,"1400000US36085029104,",['1400000US36085029104'],2333,89511.0
1664,Alice Austen Park,"1400000US36085000600,",['1400000US36085000600'],1109,31655.0
1665,P.S. 68,"1400000US36005042600,",['1400000US36005042600'],2002,54306.0
1666,P.S. 69,"1400000US36047012000,1400000US36085027705,","['1400000US36047012000', '1400000US36085027705']",2262,58275.0
1667,Noble Playground,"1400000US36005021800,",['1400000US36005021800'],2277,37303.0
1668,P.S. 76 Garden,"1400000US36061022000,",['1400000US36061022000'],2484,47808.0
1669,Wade Triangle,"1400000US36005037504,",['1400000US36005037504'],1249,15707.0
1670,Martin Luther Playground,"1400000US36047002200,",['1400000US36047002200'],1658,36563.0
1671,Poseidon Playground,"1400000US36047034000,",['1400000US36047034000'],656,17574.0
1672,Maurice A Fitzgerald Playground,"1400000US36081011600,",['1400000US36081011600'],576,59125.0
1673,Coney Island Boat Basin,"1400000US36047034800,1400000US36047031400,","['1400000US36047034800', '1400000US36047031400']",2609,43416.0
1674,Umma Park,"1400000US36047050804,",['1400000US36047050804'],2524,50440.0
1675,Dunbar Playground,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1676,Hilton White Playground,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1677,Harry Maze Playground,"1400000US36047094600,",['1400000US36047094600'],686,60950.0
1678,Playground For All Children,"1400000US36081038302,",['1400000US36081038302'],0,
1679,Astoria Heights Playground,"1400000US36081015100,",['1400000US36081015100'],1235,60771.0
1680,Trinity Park,"1400000US36047002300,",['1400000US36047002300'],1559,19066.0
1681,Canarsie Park,"1400000US36047102800,1400000US36047103400,","['1400000US36047102800', '1400000US36047103400']",2169,40187.0
1682,Christopher Park,"1400000US36061007100,",['1400000US36061007100'],3486,125028.0
1683,Louis Armstrong Playground,"1400000US36081038100,",['1400000US36081038100'],1818,48311.0
1684,Howard Bennett Playground,"1400000US36061021200,",['1400000US36061021200'],2492,52263.0
1685,Woodycrest Community Garden,"1400000US36005018900,",['1400000US36005018900'],2879,21180.0
1686,Yu Suen Garden,"1400000US36061002800,",['1400000US36061002800'],3292,30056.0
1687,Sperge Park,"1400000US36081048300,",['1400000US36081048300'],1278,43019.0
1688,Overlook Park,"1400000US36081035700,",['1400000US36081035700'],1252,47763.0
1689,Minetta Green,"1400000US36061006500,",['1400000US36061006500'],3041,97718.0
1690,Commodore Barry Park,"1400000US36047021100,",['1400000US36047021100'],614,43000.0
1691,Pelham Bay Park,"1400000US36005050400,1400000US36005027600,1400000US36005045600,1400000US36005030200,1400000US36005027402,1400000US36005046201,1400000US36005051600,","['1400000US36005050400', '1400000US36005027600', '1400000US36005045600', '1400000US36005030200', '1400000US36005027402', '1400000US36005046201', '1400000US36005051600']",20754,61963.6666667
1692,Jerome Playground South,"1400000US36005022702,",['1400000US36005022702'],646,23500.0
1693,Battery Park City,"1400000US36061031703,1400000US36061031704,","['1400000US36061031703', '1400000US36061031704']",7217,167546.5
1694,Highbridge Park,"1400000US36061031100,1400000US36061023900,1400000US36061024302,1400000US36061027700,1400000US36005020100,","['1400000US36061031100', '1400000US36061023900', '1400000US36061024302', '1400000US36061027700', '1400000US36005020100']",7010,28504.0
1695,Kolbert Playground,"1400000US36047053800,",['1400000US36047053800'],2020,27192.0
1696,St. Gregory's Playground,"1400000US36061017300,",['1400000US36061017300'],4195,113750.0
1697,Plaza Lafayette,"1400000US36061026500,",['1400000US36061026500'],2775,61695.0
1698,Crocheron Park,"1400000US36081109300,1400000US36081111300,","['1400000US36081109300', '1400000US36081111300']",1896,87513.0
1699,Saul Weprin Playground,"1400000US36081140901,",['1400000US36081140901'],314,88333.0
1700,Columbus Square,"1400000US36081012500,",['1400000US36081012500'],672,57593.0
1701,Avenue R Mall,"1400000US36047041800,1400000US36047041600,","['1400000US36047041800', '1400000US36047041600']",1475,38658.0
1702,Yankee Stadium Garages/Lots,"1400000US36005006300,1400000US36005019500,","['1400000US36005006300', '1400000US36005019500']",4573,29385.0
1703,Moore Playground,"1400000US36061020600,",['1400000US36061020600'],1364,39468.0
1704,McKee Triangle,"1400000US36081103900,",['1400000US36081103900'],2107,80830.0
1705,Middle Village Veterans Triangle,"1400000US36081065703,",['1400000US36081065703'],1087,72313.0
1706,Samuel Goldberg Triangle,"1400000US36047043400,",['1400000US36047043400'],1188,47054.0
1707,Meredith Woods,"1400000US36085029102,",['1400000US36085029102'],980,84559.0
1708,El Shabazz Playground,"1400000US36047029700,",['1400000US36047029700'],1495,50260.0
1709,St Lawrence Triangle,"1400000US36005007600,",['1400000US36005007600'],1604,33465.0
1710,Riverside Park South,"1400000US36061015900,",['1400000US36061015900'],5309,117900.0
1711,Loreto Playground,"1400000US36005025400,",['1400000US36005025400'],788,50238.0
1712,Roger Morris Park,"1400000US36061024301,",['1400000US36061024301'],1374,38067.0
1713,Lillian D Wald Playground,"1400000US36061000202,",['1400000US36061000202'],3496,29684.0
1714,Welcome Home Garden,"1400000US36047038300,",['1400000US36047038300'],1634,48712.0
1715,Carlos R. Lillo Park,"1400000US36081031700,",['1400000US36081031700'],2539,64207.0
1716,Oracle Playground,"1400000US36047018700,",['1400000US36047018700'],548,89375.0
1717,I.s. 90 - Manhattan,"1400000US36061024900,",['1400000US36061024900'],381,37679.0
1718,Brisas Del Caribe,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
1719,Equity Park,"1400000US36081001800,",['1400000US36081001800'],926,62895.0
1720,Long Island College Hospital,"1400000US36047004700,",['1400000US36047004700'],787,101150.0
1721,Laurelton Parkway West,"1400000US36081061400,",['1400000US36081061400'],341,101473.0
1722,Conservatory Garden,"1400000US36061014300,",['1400000US36061014300'],0,
1723,Briarwood Playground,"1400000US36081023200,",['1400000US36081023200'],1788,65238.0
1724,Annadale Playground,"1400000US36081072100,",['1400000US36081072100'],2168,47460.0
1725,Greencroft Playground,"1400000US36085013203,",['1400000US36085013203'],2067,84596.0
1726,Woodrow Wilson Triangle,"1400000US36005000200,",['1400000US36005000200'],1379,72034.0
1727,Mount Eden Malls,"1400000US36005022902,1400000US36005022500,1400000US36005022702,1400000US36005020900,1400000US36005022703,","['1400000US36005022902', '1400000US36005022500', '1400000US36005022702', '1400000US36005020900', '1400000US36005022703']",6167,29985.6
1728,P.S. 208,"1400000US36061018600,1400000US36047084000,","['1400000US36061018600', '1400000US36047084000']",2790,38050.0
1729,P.S. 205,"1400000US36047025600,",['1400000US36047025600'],995,53036.0
1730,P.S. 203,"1400000US36047068000,",['1400000US36047068000'],582,69375.0
1731,Glenwood Playground,"1400000US36047094402,",['1400000US36047094402'],1203,23417.0
1732,Miracle Garden,"1400000US36061003002,1400000US36005036502,","['1400000US36061003002', '1400000US36005036502']",2419,35182.5
1733,Technical Sergeant Thomas J. Davey Triangle,"1400000US36081051100,",['1400000US36081051100'],763,70337.0
1734,Bloomingdale Park,"1400000US36085020803,1400000US36085022600,","['1400000US36085020803', '1400000US36085022600']",4913,92685.5
1735,I.S. 123,"1400000US36005004800,",['1400000US36005004800'],1213,30301.0
1736,Pfc Norton Playground,"1400000US36047064200,",['1400000US36047064200'],885,59732.0
1737,Winfield Plaza,"1400000US36081026500,",['1400000US36081026500'],1418,49535.0
1738,Midland Field,"1400000US36085011202,",['1400000US36085011202'],1971,74964.0
1739,Lafayette Square,"1400000US36061019702,",['1400000US36061019702'],961,63135.0
1740,Canal Park,"1400000US36061003900,",['1400000US36061003900'],2528,135250.0
1741,Fruit Street Sitting Area,"1400000US36047000100,",['1400000US36047000100'],2162,70938.0
1742,Bland Playground,"1400000US36081087100,",['1400000US36081087100'],900,31364.0
1743,Hunter's Point Park,"1400000US36081000700,",['1400000US36081000700'],2953,93670.0
1744,Human Compass Garden,"1400000US36047005100,",['1400000US36047005100'],989,85563.0
1745,Sunset Park,"1400000US36047008600,",['1400000US36047008600'],0,
1746,Carl Schurz Park,"1400000US36061014402,1400000US36061013600,","['1400000US36061014402', '1400000US36061013600']",12696,113121.5
1747,Gun Hill Playground,"1400000US36005037400,",['1400000US36005037400'],1463,25974.0
1748,Frederick B. Judge Playground,"1400000US36081017200,",['1400000US36081017200'],608,62404.0
1749,Summit Street Community Garden,"1400000US36047005100,",['1400000US36047005100'],989,85563.0
1750,Happy Warrior Playground,"1400000US36061018500,",['1400000US36061018500'],2821,91776.0
1751,Catbird Playground,"1400000US36061014402,",['1400000US36061014402'],4022,117656.0
1752,Minetta Triangle,"1400000US36061006500,",['1400000US36061006500'],3041,97718.0
1753,Graham Triangle,"1400000US36005005100,",['1400000US36005005100'],1960,18633.0
1754,Markham Playground,"1400000US36085025100,",['1400000US36085025100'],2047,95239.0
1755,People's Park,"1400000US36005004100,",['1400000US36005004100'],2115,18636.0
1756,Buddy Monument,"1400000US36081064102,",['1400000US36081064102'],83,
1757,Mother Cabrini Park,"1400000US36047005100,",['1400000US36047005100'],989,85563.0
1758,Sgt. William Dougherty Playground,"1400000US36047044900,",['1400000US36047044900'],1123,33831.0
1759,King Fisher Park,"1400000US36085014608,",['1400000US36085014608'],1230,91270.0
1760,P.S. 159,"1400000US36081109900,",['1400000US36081109900'],1217,76250.0
1761,Nassau Mall,"1400000US36081150702,",['1400000US36081150702'],1223,68301.0
1762,Tiffany Playground,"1400000US36005012701,",['1400000US36005012701'],760,18641.0
1763,P.S. 153,"1400000US36081059900,1400000US36047055600,","['1400000US36081059900', '1400000US36047055600']",1792,53881.5
1764,P.S. 152,"1400000US36047077200,1400000US36061028300,","['1400000US36047077200', '1400000US36061028300']",4278,55364.5
1765,P.S. 150,"1400000US36081018101,",['1400000US36081018101'],1702,50850.0
1766,Silver Lake Park,"1400000US36085005900,",['1400000US36085005900'],1122,100645.0
1767,Springfield Park,"1400000US36081032000,",['1400000US36081032000'],1058,71806.0
1768,St Mary's Playground East,"1400000US36005003700,",['1400000US36005003700'],118,
1769,Railroad Playground,"1400000US36047093000,",['1400000US36047093000'],996,56014.0
1770,Little Bay Park,"1400000US36081099705,1400000US36081099100,1400000US36081099900,","['1400000US36081099705', '1400000US36081099100', '1400000US36081099900']",3810,80051.5
1771,I.S. 34,"1400000US36085024401,",['1400000US36085024401'],2123,76787.0
1772,Fort Hamilton Memorial Park,"1400000US36047005400,",['1400000US36047005400'],1655,59696.0
1773,Maria Hernandez Park,"1400000US36047042900,",['1400000US36047042900'],1765,45382.0
1774,Elton St Block Association,"1400000US36047116400,",['1400000US36047116400'],894,40357.0
1775,Sixteen Oaks Grove,"1400000US36081004300,",['1400000US36081004300'],1040,18594.0
1776,Kingsbridge Heights Community Center,"1400000US36005027700,",['1400000US36005027700'],1748,33095.0
1777,Richmond Terrace Storehouse,"1400000US36085013302,",['1400000US36085013302'],940,44861.0
1778,Wanaqua Garden,"1400000US36005002500,",['1400000US36005002500'],1840,17226.0
1779,North Shore Esplanade,"1400000US36085000700,1400000US36085008100,","['1400000US36085000700', '1400000US36085008100']",3883,39443.0
1780,Breukelen Ballfields,"1400000US36047098200,",['1400000US36047098200'],1666,19720.0
1781,Kosciuszko Street Garden,"1400000US36047028100,",['1400000US36047028100'],1686,25082.0
1782,Magenta Playground,"1400000US36005037400,",['1400000US36005037400'],1463,25974.0
1783,I.S./P.S. 89,"1400000US36061031703,",['1400000US36061031703'],3957,182401.0
1784,Evergreen Park,"1400000US36081055700,",['1400000US36081055700'],1268,42147.0
1785,Pleasant Village Community Garden,"1400000US36061017800,",['1400000US36061017800'],1627,32896.0
1786,Daniel Carter Beard Mall,"1400000US36081086900,",['1400000US36081086900'],765,34519.0
1787,Thomas Jefferson,"1400000US36061017800,",['1400000US36061017800'],1627,32896.0
1788,Tilyou Playground,"1400000US36047061002,",['1400000US36047061002'],1928,68750.0
1789,Slope Park,"1400000US36047014700,",['1400000US36047014700'],819,81181.0
1790,Parque De Los Ninos,"1400000US36005004800,",['1400000US36005004800'],1213,30301.0
1791,SSG PATBOUVIER E BOBBY ORTIZ T,"1400000US36081014000,",['1400000US36081014000'],1382,67054.0
1792,Sports Park,"1400000US36085017700,",['1400000US36085017700'],2415,104458.0
1793,Bridge Park,"1400000US36047002300,1400000US36047002100,1400000US36005020501,","['1400000US36047002300', '1400000US36047002100', '1400000US36005020501']",5974,83420.6666667
1794,Church Triangle,"1400000US36005007800,",['1400000US36005007800'],2017,30437.0
1795,River Avenue Parks,"1400000US36005006300,",['1400000US36005006300'],1834,32064.0
1796,I.S. 45,"1400000US36005038700,",['1400000US36005038700'],1176,19362.0
1797,Farm Playground,"1400000US36081134700,",['1400000US36081134700'],3836,58604.0
1798,Sitting Area,"1400000US36081049900,1400000US36005007600,1400000US36081009500,1400000US36047050202,1400000US36005029302,1400000US36081049500,1400000US36047050400,","['1400000US36081049900', '1400000US36005007600', '1400000US36081009500', '1400000US36047050202', '1400000US36005029302', '1400000US36081049500', '1400000US36047050400']",10324,66768.4285714
1799,James Weldon Johnson Playground,"1400000US36061018200,",['1400000US36061018200'],2667,23451.0
1800,Cadman Plaza Park,"1400000US36047001300,",['1400000US36047001300'],876,111500.0
1801,Clement Clarke Moore Park,"1400000US36061008900,",['1400000US36061008900'],3026,89315.0
1802,Greenstreets,"1400000US36081127700,",['1400000US36081127700'],1070,103472.0
1803,700 Decatur St Block Association,"1400000US36047037300,",['1400000US36047037300'],1484,29057.0
1804,Daly Ave Garden,"1400000US36005036300,",['1400000US36005036300'],2533,18499.0
1805,Lost Battalion Hall Recreation Center,"1400000US36081071702,",['1400000US36081071702'],1914,40000.0
1806,Elmjack Mall,"1400000US36081026700,",['1400000US36081026700'],2140,48732.0
1807,Arden Woods,"1400000US36085017007,",['1400000US36085017007'],1838,77955.0
1808,Forest Park Golf Course,"1400000US36081064102,",['1400000US36081064102'],83,
1809,Mount Hope Playground,"1400000US36005023301,",['1400000US36005023301'],1519,26250.0
1810,William F. Passannante Ballfield,"1400000US36061006500,",['1400000US36061006500'],3041,97718.0
1811,E 4th Street Garden,"1400000US36047050000,",['1400000US36047050000'],1447,78313.0
1812,Central Park,"1400000US36061014300,1400000US36061014500,","['1400000US36061014300', '1400000US36061014500']",2605,161685.0
1813,P.S. 11,"1400000US36085009602,",['1400000US36085009602'],1306,76212.0
1814,Tottenville Pool,"1400000US36085024402,",['1400000US36085024402'],1500,75167.0
1815,Mobilization For Change,"1400000US36061019300,",['1400000US36061019300'],3867,32236.0
1816,P.S. 15,"1400000US36005025500,",['1400000US36005025500'],2198,19458.0
1817,P.S. 19,"1400000US36081040900,",['1400000US36081040900'],1299,50045.0
1818,P.S. 18,"1400000US36061029900,",['1400000US36061029900'],1464,23661.0
1819,Gregory's Garden,"1400000US36047115000,",['1400000US36047115000'],908,40104.0
1820,P.S. 112,"1400000US36047019000,",['1400000US36047019000'],1548,45132.0
1821,Springfield Park North,"1400000US36081032000,",['1400000US36081032000'],1058,71806.0
1822,Poe Park,"1400000US36005039901,",['1400000US36005039901'],1646,22747.0
1823,Arcilla Playground,"1400000US36005017300,",['1400000US36005017300'],2150,18720.0
1824,Elmhurst Park,"1400000US36081049900,",['1400000US36081049900'],1548,57813.0
