,park_name,census_tract
1406,Ave C & 18th St,[u'1400000US36061004400']
1407,M.S. 53,[u'1400000US36081103202']
1408,Weeksville Playground,[u'1400000US36047030100']
1409,First Quincy St Block Association,[u'1400000US36047026500']
1410,Utopia Playground,[u'1400000US36081134100']
1411,Manhattan Beach Park,[u'1400000US36047061600']
1412,Franklin Memorial Garden,[u'1400000US36005018500']
1413,Friends Field,"[u'1400000US36047044800', u'1400000US36047045000']"
1414,University Woods,"[u'1400000US36005024700', u'1400000US36005025700']"
1415,Daniel Boone Playground,[u'1400000US36005012300']
1416,Prospect Cemetery,[u'1400000US36081024600']
1417,P.S./I.S. 66,[u'1400000US36047097000']
1418,Jackson Mill Green,[u'1400000US36081035700']
1419,100% Playground,[u'1400000US36047097400']
1420,Volky Garden & Flowers,[u'1400000US36005036300']
1421,Hendrick I Lott House,[u'1400000US36047065800']
1422,Ten Eych Houses Hdfc,[u'1400000US36047051300']
1423,Recreation Center 54,[u'1400000US36061009800']
1424,Monsignor Raul Del Valle Square,[u'1400000US36005011900']
1425,Atkins Gardeners,[u'1400000US36047119400']
1426,Recreation Center 59,[u'1400000US36061014700']
1427,Van Cortlandt Golf Course,[u'1400000US36005043500']
1428,Macneil Park,[u'1400000US36081092900']
1429,Dodger Playground,[u'1400000US36047032100']
1430,Clearview Park,[u'1400000US36081099701']
1431,Hockey Rink,[u'1400000US36081093800']
1432,Rosedale Bus Stop,[u'1400000US36005007600']
1433,Playground Ninety,[u'1400000US36081033900']
1434,Washington Park,"[u'1400000US36047013500', u'1400000US36005038500']"
1435,Sheridan Square Viewing Garden,[u'1400000US36061007100']
1436,Isham Park,"[u'1400000US36061029700', u'1400000US36061030300']"
1437,Field of Dreams,[u'1400000US36081065400']
1438,John Paul Jones Park,[u'1400000US36047016200']
1439,Hunts Point Playground,[u'1400000US36005009300']
1440,John J Carty Park,[u'1400000US36047016200']
1441,Douglaston Park Golf Course,[u'1400000US36081152901']
1442,Sheepshead Playground,[u'1400000US36047060000']
1443,P.S. 268,"[u'1400000US36081044400', u'1400000US36047086600']"
1444,Fort Washington Park,"[u'1400000US36061025500', u'1400000US36061024700', u'1400000US36061028700', u'1400000US36061027500', u'1400000US36061026500']"
1445,De Witt Clinton Park,[u'1400000US36061013500']
1446,Eae J Mitchell Park,[u'1400000US36005016100']
1447,Isla Verde Garden,[u'1400000US36005007300']
1448,Victory Field,[u'1400000US36081064102']
1449,Ramon Aponte Park,[u'1400000US36061012700']
1450,Broad Channel Park,[u'1400000US36081107201']
1451,East River Park,"[u'1400000US36061001002', u'1400000US36061002400', u'1400000US36061000202', u'1400000US36061002000', u'1400000US36061001001']"
1452,P.S. 199,[u'1400000US36047076800']
1453,P.S. 197,[u'1400000US36047054600']
1454,P.S. 195,[u'1400000US36005005400']
1455,P.S. 193,[u'1400000US36047075400']
1456,P.S. 190,[u'1400000US36047112800']
1457,Asser Levy Playground,[u'1400000US36061006200']
1458,Peter Detmold Park,[u'1400000US36061008603']
1459,De Matti Playground,[u'1400000US36085003600']
1460,Pigeon Plaza,[u'1400000US36047022200']
1461,Veterans Triangle,[u'1400000US36047092000']
1462,Cherry Clinton Playground,[u'1400000US36061000201']
1463,Dunningham Triangle,[u'1400000US36081026901']
1464,Co-op City Field,[u'1400000US36005046201']
1465,Broadway Malls,"[u'1400000US36061020300', u'1400000US36061020500', u'1400000US36061014900', u'1400000US36061019900', u'1400000US36061015300', u'1400000US36061024500', u'1400000US36061016700', u'1400000US36061017900', u'1400000US36061016300', u'1400000US36061023300', u'1400000US36061019500', u'1400000US36061017500', u'1400000US36061017100', u'1400000US36061019100', u'1400000US36061022900', u'1400000US36061023700', u'1400000US36061022500', u'1400000US36061018300', u'1400000US36061018700', u'1400000US36061024100', u'1400000US36061014500', u'1400000US36061022301', u'1400000US36061025100', u'1400000US36061015900', u'1400000US36061024700', u'1400000US36061015700']"
1466,CEP Community Garden,[u'1400000US36061021500']
1467,Olmsted-Beil House Park,[u'1400000US36085015602']
1468,East Drive & 93rd Street,[u'1400000US36061015200']
1469,Underbridge Dog Run,[u'1400000US36081074700']
1470,South Shore Golf Course,[u'1400000US36085020801']
1471,Mullaly Park,[u'1400000US36005006300']
1472,Raymond Bush Playground,[u'1400000US36047027700']
1473,Little Flower Playground,[u'1400000US36061000600']
1474,Margaret I. Carman Green - Weeping Beech,[u'1400000US36081086500']
1475,Gravesend Triangle,[u'1400000US36047038800']
1476,Verdi Square,[u'1400000US36061015900']
1477,The Painter's Playground,[u'1400000US36081069702']
1478,Bowne Park,[u'1400000US36081115100']
1479,FEDEROFF TRIANGLE,[u'1400000US36081071303']
1480,One Room Schoolhouse Park,[u'1400000US36081032900']
1481,Carver Playground,[u'1400000US36047037900']
1482,Abe Lincoln,[u'1400000US36061021000']
1483,Wayanda Park,[u'1400000US36081058200']
1484,Julio Carballo Fields,[u'1400000US36005009300']
1485,Eugene McCabe Field,[u'1400000US36061019800']
1486,Hancock T and T,[u'1400000US36047026700']
1487,Hoyt Playground,[u'1400000US36081012500']
1488,Charybdis Playground,[u'1400000US36081009900']
1489,Throgs Neck Park,[u'1400000US36005018400']
1490,Lafayette Gardens Playground,[u'1400000US36047023300']
1491,Ranaqua Park,[u'1400000US36005002500']
1492,Hollis Playground,[u'1400000US36081050800']
1493,Clark Playground,[u'1400000US36005004300']
1494,Hugh J. Grant Circle,[u'1400000US36005007200']
1495,Siedenburg Park,[u'1400000US36085014606']
1496,Prescott Playground,[u'1400000US36085019800']
1497,Owen F. Dolen Park,[u'1400000US36005020000']
1498,Ferry Point Park,[u'1400000US36005011000']
1499,Park Avenue Malls,"[u'1400000US36061012800', u'1400000US36061010200', u'1400000US36061012200', u'1400000US36061014200', u'1400000US36061013000', u'1400000US36061012000', u'1400000US36061010000', u'1400000US36061014000', u'1400000US36061015002', u'1400000US36061016001', u'1400000US36061015801', u'1400000US36061014802', u'1400000US36061011402', u'1400000US36061011401', u'1400000US36061008200', u'1400000US36061008000', u'1400000US36061009200', u'1400000US36061011202', u'1400000US36061009400', u'1400000US36061011203', u'1400000US36061015802', u'1400000US36061015001', u'1400000US36061014801', u'1400000US36061016002', u'1400000US36061007400', u'1400000US36061007200']"
1500,Drew Playground,[u'1400000US36005014701']
1501,Sunken Plgd,[u'1400000US36061031100']
1502,Garibaldi Playground,[u'1400000US36047027800']
1503,Grand Canal Court,[u'1400000US36061004700']
1504,P.S. 79,[u'1400000US36081103900']
1505,Firemen's Memorial Garden,[u'1400000US36061002602']
1506,Surf Playground,[u'1400000US36047034200']
1507,Rockaway Beach,"[u'1400000US36081093401', u'1400000US36081093800', u'1400000US36081092200', u'1400000US36081092800', u'1400000US36081093402']"
1508,P.S. 76,"[u'1400000US36061022000', u'1400000US36005034200']"
1509,Jacob Riis Triangle,[u'1400000US36081013200']
1510,Peter's Field,[u'1400000US36061006400']
1511,Grand Army Plaza,"[u'1400000US36047015900', u'1400000US36061011201']"
1512,Webster Playground,[u'1400000US36005038302']
1513,Behagen Playground,[u'1400000US36005013500']
1514,211 Malls,"[u'1400000US36081051200', u'1400000US36081054000']"
1515,Gordon Triangle,[u'1400000US36081000700']
1516,Farmers Garden,[u'1400000US36047030300']
1517,Pigeon Paradise,[u'1400000US36081026300']
1518,Metropolitan Recreation Center,[u'1400000US36047055300']
1519,Flatbush Malls,"[u'1400000US36047052800', u'1400000US36047046000', u'1400000US36047076400', u'1400000US36047077200', u'1400000US36047076600']"
1520,Burns Playground,[u'1400000US36005031000']
1521,The Lion's Playground,[u'1400000US36061001800']
1522,Transmitter Park,[u'1400000US36047056500']
1523,Union Square Park,[u'1400000US36061005200']
1524,Victory Garden's Group,[u'1400000US36047038700']
1525,TRUCE Garden,[u'1400000US36061021800']
1526,Bronx River Playground,[u'1400000US36005006200']
1527,Leif Ericson Drive,"[u'1400000US36047107000', u'1400000US36047105801', u'1400000US36047105804', u'1400000US36047062200', u'1400000US36047034800', u'1400000US36047029400', u'1400000US36047060800', u'1400000US36047035400', u'1400000US36047036600', u'1400000US36047103400', u'1400000US36047030400', u'1400000US36047031400', u'1400000US36047102800']"
1528,William B. Washington Memorial Garden,[u'1400000US36061021500']
1529,Howard,[u'1400000US36047090600']
1530,McDonald Playground,"[u'1400000US36047041401', u'1400000US36085010500']"
1531,Dodgers Triangle,[u'1400000US36085014700']
1532,Hart To Hart,[u'1400000US36047026100']
1533,Bellevue South Park,[u'1400000US36061006600']
1534,Devanney Triangle,[u'1400000US36005023501']
1535,Seton Park,[u'1400000US36005030900']
1536,Howard Malls,[u'1400000US36047089200']
1537,Vleigh Playground,[u'1400000US36081077906']
1538,Thomas Boyland Park,[u'1400000US36047040500']
1539,West Farms Soldiers Cemetery,[u'1400000US36005036100']
1540,Underhill Playground,[u'1400000US36047020500']
1541,Vincent F. Albano Jr. Playground,[u'1400000US36061007000']
1542,Marc And Jason's Playground,[u'1400000US36047032900']
1543,Morris Mesa,[u'1400000US36005022901']
1544,Windmuller,[u'1400000US36081025100']
1545,Generation X,[u'1400000US36061002601']
1546,MacDonald Park,[u'1400000US36081071100']
1547,Matthews Muliner Playground,[u'1400000US36005023200']
1548,Dias Y Flores,[u'1400000US36061003400']
1549,Tony Dapolito Recreation Center,[u'1400000US36061006700']
1550,Pulaski Park,[u'1400000US36005001900']
1551,Flatbush Mall,"[u'1400000US36047053200', u'1400000US36047052800']"
1552,P.S. 149 Artsy Bloom Community Garden,[u'1400000US36047115800']
1553,Roebling Playground,[u'1400000US36047053500']
1554,Beach Channel Playground,[u'1400000US36081094202']
1555,Big Red Garden,[u'1400000US36047116000']
1556,Red Gate Garden,[u'1400000US36047025300']
1557,Lt. Frank McConnell Park,[u'1400000US36081014800']
1558,Tiger Playground,[u'1400000US36047041300']
1559,John Golden Park,[u'1400000US36081109300']
1560,Joseph C. Sauer Park,[u'1400000US36061003400']
1561,St. Catherine's Park,[u'1400000US36061011800']
1562,Ten Eyck Plaza,[u'1400000US36047051100']
1563,Garden Party,[u'1400000US36047115000']
1564,Glenwood Landing,[u'1400000US36081147900']
1565,Devoe Park,[u'1400000US36005026300']
1566,Bergen Triangle,[u'1400000US36005023502']
1567,Margrichante Garden,[u'1400000US36061022600']
1568,P.S. 215,[u'1400000US36047041401']
1569,Sgt. Johnson Triangle,[u'1400000US36005039700']
1570,P.S. 217,[u'1400000US36047052600']
1571,Tompkinsville Park,[u'1400000US36085002100']
1572,Kathy Reilly Triangle,[u'1400000US36047013200']
1573,Dag Hammarskjold Plaza,[u'1400000US36061009000']
1574,Pleasant Park Garden,[u'1400000US36061017800']
1575,Locust Grove Civic Triangle,[u'1400000US36081084601']
1576,McLaughlin Park,"[u'1400000US36047001300', u'1400000US36047001500']"
1577,Monsignor Kett Playground,[u'1400000US36061029900']
1578,Bulova Park,[u'1400000US36081030904']
1579,Doughboy Plaza,[u'1400000US36081025100']
1580,I.S. 135,[u'1400000US36005033000']
1581,Macombs Dam Park,"[u'1400000US36005006300', u'1400000US36005018900']"
1582,Turtle Playground,[u'1400000US36081080302']
1583,Whitey Ford Field,[u'1400000US36081009100']
1584,Greenbelt Native Plant Center,"[u'1400000US36085022800', u'1400000US36085029102']"
1585,Nelson Playground,[u'1400000US36005019300']
1586,John Jay Park,[u'1400000US36061013200']
1587,I.S. 201/M.S. 424,[u'1400000US36005011700']
1588,St Mary's Playground West,[u'1400000US36005003700']
1589,Las Casitas Community Garden,[u'1400000US36005019900']
1590,Pinocchio Playground,[u'1400000US36081063301']
1591,P.S. 321,[u'1400000US36047015500']
1592,Crotona Park,[u'1400000US36005016300']
1593,Russell Sage Playground,[u'1400000US36081071305']
1594,Schneider Sampson Square,[u'1400000US36005018400']
1595,P.S. 328,[u'1400000US36047113400']
1596,Pomonok Playground,[u'1400000US36081122702']
1597,Cedar Playground,[u'1400000US36005024700']
1598,William F Moore Park,[u'1400000US36081042700']
1599,P.S. 144,[u'1400000US36081072900']
1600,Rosemary's Playground,[u'1400000US36081058900']
1601,Ferris Family Burial Plot,[u'1400000US36005009600']
1602,Ps 321 William Penn,[u'1400000US36047015500']
1603,Betsy Head Park,"[u'1400000US36047089800', u'1400000US36047092400']"
1604,Charlton Plaza,[u'1400000US36061003700']
1605,Yankee Stadium Baseball Field,[u'1400000US36005006300']
1606,A.R.R.O.W. Field House,[u'1400000US36081005700']
1607,Vernon Mall,[u'1400000US36081000700']
1608,I.S. 25,[u'1400000US36081113900']
1609,Stanley Isaacs Playground,"[u'1400000US36061016200', u'1400000US36061015200']"
1610,Lyons Pool,[u'1400000US36085002100']
1611,Msgr. McGolrick Park,[u'1400000US36047059100']
1612,Haviland Playground,[u'1400000US36005004001']
1613,Havemeyer Playground,[u'1400000US36005009200']
1614,John Hancock Playground,[u'1400000US36047022700']
1615,Beattie Square (t),[u'1400000US36047028700']
1616,Brevoort Playground,[u'1400000US36047038100']
1617,Newcombe Square,[u'1400000US36081077300']
1618,Neponsit Mall,[u'1400000US36081092200']
1619,Nicholas Naquan Heyward Jr. Park,[u'1400000US36047007100']
1620,Patterson Playground,[u'1400000US36005005100']
1621,Heath Triangle,[u'1400000US36005026900']
1622,Middleton Playground,[u'1400000US36047053100']
1623,Alexander's Alley,[u'1400000US36005003900']
1624,Dwyer Square,[u'1400000US36081016100']
1625,Dyker Beach Park,"[u'1400000US36047015400', u'1400000US36047016400']"
1626,Sam Leggio Triangle,[u'1400000US36047117400']
1627,Barrett Park,[u'1400000US36085012500']
1628,16 Linden Trees Triangle,[u'1400000US36047060800']
1629,Arbor Place,[u'1400000US36047001500']
1630,Whalen Grove,[u'1400000US36005039100']
1631,Fountain Of Youth Playground,[u'1400000US36005007900']
1632,Bronx Park Zone 3,[u'1400000US36005033400']
1633,Yak Playground,[u'1400000US36047062600']
1634,Bronx Park Zone 1,[u'1400000US36005033400']
1635,Rodney Park South,[u'1400000US36047052900']
1636,Southside Burial Ground,[u'1400000US36081005800']
1637,David J O'Connell Square,[u'1400000US36081010200']
1638,Steinmann Triangle,[u'1400000US36081025100']
1639,Crystal Wells Block Association,[u'1400000US36047119600']
1640,Rachel Carson Playground,[u'1400000US36081083700']
1641,Rodney Playground North,[u'1400000US36047051300']
1642,Korean War Veterans Plaza,[u'1400000US36047001300']
1643,LaGuardia Landing Lights,"[u'1400000US36081030904', u'1400000US36081032900']"
1644,Ridgewood/Bushwick Youth Center,[u'1400000US36047043300']
1645,Victory Garden,"[u'1400000US36005016300', u'1400000US36047034800', u'1400000US36047112400']"
1646,Commodore Berry,[u'1400000US36047021100']
1647,Peters Field,[u'1400000US36081040400']
1648,Cooney Grauer Field,[u'1400000US36005027700']
1649,Sean's Place,[u'1400000US36081015500']
1650,Stebbins Playground,[u'1400000US36005012901']
1651,El Sol Brilliante Jr,[u'1400000US36061003400']
1652,Abingdon Square,[u'1400000US36061007700']
1653,Abe Stark Skating Rink,[u'1400000US36047035200']
1654,El Batey Borincano Garden,[u'1400000US36005007500']
1655,Bath Playground,[u'1400000US36047030400']
1656,Asser Levy,[u'1400000US36061006200']
1657,Bay Terrace Playground,[u'1400000US36081099704']
1658,Marble Hill Playground,"[u'1400000US36061030900', u'1400000US36005028900']"
1659,Queensbridge Park,"[u'1400000US36081003700', u'1400000US36081002500', u'1400000US36081001900']"
1660,Ps 46 Playground,[u'1400000US36085006400']
1661,P.S. 64,[u'1400000US36005022300']
1662,Southern Fields,[u'1400000US36081084602']
1663,P.S. 60,[u'1400000US36085029104']
1664,Alice Austen Park,[u'1400000US36085000600']
1665,P.S. 68,[u'1400000US36005042600']
1666,P.S. 69,"[u'1400000US36047012000', u'1400000US36085027705']"
1667,Noble Playground,[u'1400000US36005021800']
1668,P.S. 76 Garden,[u'1400000US36061022000']
1669,Wade Triangle,[u'1400000US36005037504']
1670,Martin Luther Playground,[u'1400000US36047002200']
1671,Poseidon Playground,[u'1400000US36047034000']
1672,Maurice A Fitzgerald Playground,[u'1400000US36081011600']
1673,Coney Island Boat Basin,"[u'1400000US36047034800', u'1400000US36047031400']"
1674,Umma Park,[u'1400000US36047050804']
1675,Dunbar Playground,[u'1400000US36005018500']
1676,Hilton White Playground,[u'1400000US36005018500']
1677,Harry Maze Playground,[u'1400000US36047094600']
1678,Playground For All Children,[u'1400000US36081038302']
1679,Astoria Heights Playground,[u'1400000US36081015100']
1680,Trinity Park,[u'1400000US36047002300']
1681,Canarsie Park,"[u'1400000US36047102800', u'1400000US36047103400']"
1682,Christopher Park,[u'1400000US36061007100']
1683,Louis Armstrong Playground,[u'1400000US36081038100']
1684,Howard Bennett Playground,[u'1400000US36061021200']
1685,Woodycrest Community Garden,[u'1400000US36005018900']
1686,Yu Suen Garden,[u'1400000US36061002800']
1687,Sperge Park,[u'1400000US36081048300']
1688,Overlook Park,[u'1400000US36081035700']
1689,Minetta Green,[u'1400000US36061006500']
1690,Commodore Barry Park,[u'1400000US36047021100']
1691,Pelham Bay Park,"[u'1400000US36005050400', u'1400000US36005027600', u'1400000US36005045600', u'1400000US36005030200', u'1400000US36005027402', u'1400000US36005046201', u'1400000US36005051600']"
1692,Jerome Playground South,[u'1400000US36005022702']
1693,Battery Park City,"[u'1400000US36061031703', u'1400000US36061031704']"
1694,Highbridge Park,"[u'1400000US36061031100', u'1400000US36061023900', u'1400000US36061024302', u'1400000US36061027700', u'1400000US36005020100']"
1695,Kolbert Playground,[u'1400000US36047053800']
1696,St. Gregory's Playground,[u'1400000US36061017300']
1697,Plaza Lafayette,[u'1400000US36061026500']
1698,Crocheron Park,"[u'1400000US36081109300', u'1400000US36081111300']"
1699,Saul Weprin Playground,[u'1400000US36081140901']
1700,Columbus Square,[u'1400000US36081012500']
1701,Avenue R Mall,"[u'1400000US36047041800', u'1400000US36047041600']"
1702,Yankee Stadium Garages/Lots,"[u'1400000US36005006300', u'1400000US36005019500']"
1703,Moore Playground,[u'1400000US36061020600']
1704,McKee Triangle,[u'1400000US36081103900']
1705,Middle Village Veterans Triangle,[u'1400000US36081065703']
1706,Samuel Goldberg Triangle,[u'1400000US36047043400']
1707,Meredith Woods,[u'1400000US36085029102']
1708,El Shabazz Playground,[u'1400000US36047029700']
1709,St Lawrence Triangle,[u'1400000US36005007600']
1710,Riverside Park South,[u'1400000US36061015900']
1711,Loreto Playground,[u'1400000US36005025400']
1712,Roger Morris Park,[u'1400000US36061024301']
1713,Lillian D Wald Playground,[u'1400000US36061000202']
1714,Welcome Home Garden,[u'1400000US36047038300']
1715,Carlos R. Lillo Park,[u'1400000US36081031700']
1716,Oracle Playground,[u'1400000US36047018700']
1717,I.s. 90 - Manhattan,[u'1400000US36061024900']
1718,Brisas Del Caribe,[u'1400000US36061002601']
1719,Equity Park,[u'1400000US36081001800']
1720,Long Island College Hospital,[u'1400000US36047004700']
1721,Laurelton Parkway West,[u'1400000US36081061400']
1722,Conservatory Garden,[u'1400000US36061014300']
1723,Briarwood Playground,[u'1400000US36081023200']
1724,Annadale Playground,[u'1400000US36081072100']
1725,Greencroft Playground,[u'1400000US36085013203']
1726,Woodrow Wilson Triangle,[u'1400000US36005000200']
1727,Mount Eden Malls,"[u'1400000US36005022902', u'1400000US36005022500', u'1400000US36005022702', u'1400000US36005020900', u'1400000US36005022703']"
1728,P.S. 208,"[u'1400000US36061018600', u'1400000US36047084000']"
1729,P.S. 205,[u'1400000US36047025600']
1730,P.S. 203,[u'1400000US36047068000']
1731,Glenwood Playground,[u'1400000US36047094402']
1732,Miracle Garden,"[u'1400000US36061003002', u'1400000US36005036502']"
1733,Technical Sergeant Thomas J. Davey Triangle,[u'1400000US36081051100']
1734,Bloomingdale Park,"[u'1400000US36085020803', u'1400000US36085022600']"
1735,I.S. 123,[u'1400000US36005004800']
1736,Pfc Norton Playground,[u'1400000US36047064200']
1737,Winfield Plaza,[u'1400000US36081026500']
1738,Midland Field,[u'1400000US36085011202']
1739,Lafayette Square,[u'1400000US36061019702']
1740,Canal Park,[u'1400000US36061003900']
1741,Fruit Street Sitting Area,[u'1400000US36047000100']
1742,Bland Playground,[u'1400000US36081087100']
1743,Hunter's Point Park,[u'1400000US36081000700']
1744,Human Compass Garden,[u'1400000US36047005100']
1745,Sunset Park,[u'1400000US36047008600']
1746,Carl Schurz Park,"[u'1400000US36061014402', u'1400000US36061013600']"
1747,Gun Hill Playground,[u'1400000US36005037400']
1748,Frederick B. Judge Playground,[u'1400000US36081017200']
1749,Summit Street Community Garden,[u'1400000US36047005100']
1750,Happy Warrior Playground,[u'1400000US36061018500']
1751,Catbird Playground,[u'1400000US36061014402']
1752,Minetta Triangle,[u'1400000US36061006500']
1753,Graham Triangle,[u'1400000US36005005100']
1754,Markham Playground,[u'1400000US36085025100']
1755,People's Park,[u'1400000US36005004100']
1756,Buddy Monument,[u'1400000US36081064102']
1757,Mother Cabrini Park,[u'1400000US36047005100']
1758,Sgt. William Dougherty Playground,[u'1400000US36047044900']
1759,King Fisher Park,[u'1400000US36085014608']
1760,P.S. 159,[u'1400000US36081109900']
1761,Nassau Mall,[u'1400000US36081150702']
1762,Tiffany Playground,[u'1400000US36005012701']
1763,P.S. 153,"[u'1400000US36081059900', u'1400000US36047055600']"
1764,P.S. 152,"[u'1400000US36047077200', u'1400000US36061028300']"
1765,P.S. 150,[u'1400000US36081018101']
1766,Silver Lake Park,[u'1400000US36085005900']
1767,Springfield Park,[u'1400000US36081032000']
1768,St Mary's Playground East,[u'1400000US36005003700']
1769,Railroad Playground,[u'1400000US36047093000']
1770,Little Bay Park,"[u'1400000US36081099705', u'1400000US36081099100', u'1400000US36081099900']"
1771,I.S. 34,[u'1400000US36085024401']
1772,Fort Hamilton Memorial Park,[u'1400000US36047005400']
1773,Maria Hernandez Park,[u'1400000US36047042900']
1774,Elton St Block Association,[u'1400000US36047116400']
1775,Sixteen Oaks Grove,[u'1400000US36081004300']
1776,Kingsbridge Heights Community Center,[u'1400000US36005027700']
1777,Richmond Terrace Storehouse,[u'1400000US36085013302']
1778,Wanaqua Garden,[u'1400000US36005002500']
1779,North Shore Esplanade,"[u'1400000US36085000700', u'1400000US36085008100']"
1780,Breukelen Ballfields,[u'1400000US36047098200']
1781,Kosciuszko Street Garden,[u'1400000US36047028100']
1782,Magenta Playground,[u'1400000US36005037400']
1783,I.S./P.S. 89,[u'1400000US36061031703']
1784,Evergreen Park,[u'1400000US36081055700']
1785,Pleasant Village Community Garden,[u'1400000US36061017800']
1786,Daniel Carter Beard Mall,[u'1400000US36081086900']
1787,Thomas Jefferson,[u'1400000US36061017800']
1788,Tilyou Playground,[u'1400000US36047061002']
1789,Slope Park,[u'1400000US36047014700']
1790,Parque De Los Ninos,[u'1400000US36005004800']
1791,SSG PATBOUVIER E BOBBY ORTIZ T,[u'1400000US36081014000']
1792,Sports Park,[u'1400000US36085017700']
1793,Bridge Park,"[u'1400000US36047002300', u'1400000US36047002100', u'1400000US36005020501']"
1794,Church Triangle,[u'1400000US36005007800']
1795,River Avenue Parks,[u'1400000US36005006300']
1796,I.S. 45,[u'1400000US36005038700']
1797,Farm Playground,[u'1400000US36081134700']
1798,Sitting Area,"[u'1400000US36081049900', u'1400000US36005007600', u'1400000US36081009500', u'1400000US36047050202', u'1400000US36005029302', u'1400000US36081049500', u'1400000US36047050400']"
1799,James Weldon Johnson Playground,[u'1400000US36061018200']
1800,Cadman Plaza Park,[u'1400000US36047001300']
1801,Clement Clarke Moore Park,[u'1400000US36061008900']
1802,Greenstreets,[u'1400000US36081127700']
1803,700 Decatur St Block Association,[u'1400000US36047037300']
1804,Daly Ave Garden,[u'1400000US36005036300']
1805,Lost Battalion Hall Recreation Center,[u'1400000US36081071702']
1806,Elmjack Mall,[u'1400000US36081026700']
1807,Arden Woods,[u'1400000US36085017007']
1808,Forest Park Golf Course,[u'1400000US36081064102']
1809,Mount Hope Playground,[u'1400000US36005023301']
1810,William F. Passannante Ballfield,[u'1400000US36061006500']
1811,E 4th Street Garden,[u'1400000US36047050000']
1812,Central Park,"[u'1400000US36061014300', u'1400000US36061014500']"
1813,P.S. 11,[u'1400000US36085009602']
1814,Tottenville Pool,[u'1400000US36085024402']
1815,Mobilization For Change,[u'1400000US36061019300']
1816,P.S. 15,[u'1400000US36005025500']
1817,P.S. 19,[u'1400000US36081040900']
1818,P.S. 18,[u'1400000US36061029900']
1819,Gregory's Garden,[u'1400000US36047115000']
1820,P.S. 112,[u'1400000US36047019000']
1821,Springfield Park North,[u'1400000US36081032000']
1822,Poe Park,[u'1400000US36005039901']
1823,Arcilla Playground,[u'1400000US36005017300']
1824,Elmhurst Park,[u'1400000US36081049900']
1825,Public Place,[u'1400000US36047118800']
1826,Paul Raimonda Playground,[u'1400000US36081012301']
1827,Shield Of Faith,[u'1400000US36047119200']
1828,Locust Manor Playground,[u'1400000US36081037600']
1829,City Line Park,"[u'1400000US36047119600', u'1400000US36047119000']"
1830,Rockaway Beach Boardwalk,"[u'1400000US36081094203', u'1400000US36081095400', u'1400000US36081094201', u'1400000US36081093800']"
1831,Brooklyn Heights Promenade,"[u'1400000US36047000301', u'1400000US36047000100']"
1832,Hollis Court Malls,"[u'1400000US36081054200', u'1400000US36081054800']"
1833,Socrates Sculpture Park,[u'1400000US36081003700']
1834,Skyline Playground,[u'1400000US36085007700']
1835,Cuyler Gore Park,[u'1400000US36047017900']
1836,Goodwin Gardens,[u'1400000US36047039500']
1837,Cedar Tree Garden,[u'1400000US36047023300']
1838,New Dorp Park,[u'1400000US36085013400']
1839,St. Ann's Block Association Garden,[u'1400000US36005007500']
1840,Allison Pond Park,[u'1400000US36085006700']
1841,Rolf Henry Playground,[u'1400000US36047080400']
1842,Silver Lake Park Zone 1,[u'1400000US36085005900']
1843,Watson Gleason Playground,[u'1400000US36005006800']
1844,Phyliss Post Goodman Park,[u'1400000US36005029302']
1845,Clumber Corner,[u'1400000US36047002100']
1846,Hamilton Fish Park,[u'1400000US36061002201']
1847,Harris Garden,[u'1400000US36061023501']
1848,Jacob H. Schiff Playground,[u'1400000US36061022301']
1849,Lot,"[u'1400000US36047001300', u'1400000US36005019500', u'1400000US36047035200', u'1400000US36047054900']"
1850,Herbert Von King Park,[u'1400000US36047026300']
1851,Stars Of Hope,[u'1400000US36047024500']
1852,Fresh Creek Nature Preserve,"[u'1400000US36047105804', u'1400000US36047101800']"
1853,Pier 107 CVII,[u'1400000US36061016200']
1854,Kennedy Playground,[u'1400000US36081109700']
1855,Travis Triangle,[u'1400000US36081115700']
1856,Alley Park,"[u'1400000US36081137700', u'1400000US36081138502']"
1857,Seaside Playground,[u'1400000US36081093800']
1858,Clove Lakes Park,[u'1400000US36085014700']
1859,Bridge and Tunnel Park,[u'1400000US36081000700']
1860,Santos White Garden,[u'1400000US36047032600']
1861,Triborough Bridge Playground B,[u'1400000US36081009500']
1862,Triborough Bridge Playground E,[u'1400000US36081009500']
1863,Queensboro Oval,[u'1400000US36061010602']
1864,Family Community Garden,"[u'1400000US36061017200', u'1400000US36047112000']"
1865,Trygve Lie Plaza,[u'1400000US36061008800']
1866,Imagination Playground,[u'1400000US36061001502']
1867,Mercer Playground,[u'1400000US36061005501']
1868,Merriam Plgd. (lower),[u'1400000US36005020100']
1869,Cherry Tree Park,[u'1400000US36061016400']
1870,Nassau Mall South,[u'1400000US36081152902']
1871,Old Town Playground,[u'1400000US36085006400']
1872,Boerum Park,[u'1400000US36047006900']
1873,Ravenswood Playground,[u'1400000US36081004300']
1874,Blood Root Valley,"[u'1400000US36085027302', u'1400000US36085018100', u'1400000US36085027900']"
1875,Bailey Playground,[u'1400000US36005027900']
1876,Martin Luther King Triangle,"[u'1400000US36005008300', u'1400000US36005021100']"
1877,P.S. 186,[u'1400000US36047027400']
1878,Fordham Landing Playground,[u'1400000US36005026900']
1879,Whitestone Playground,[u'1400000US36081098700']
